OBJECTID,CTP Project ID,CTP Project Name,County,TBU Facility,CTP Doc URL,Longitude,Latitude,Transportation Business Unit,District,x,y
760,XX3687,"Landscape Installation and Establishment at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
761,XX3687,"Landscape Installation and Establishment at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
762,XX3687,"Landscape Installation and Establishment at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,39.2546183671071,-76.8184105331599,Maryland State Highway Administration,7,-8551386.3441,4758209.3717
763,XX3701,Resurface Rideshare Facilities at Various Locations in Washington County,Washington,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=492,39.6434901110085,-77.7228683471735,Maryland State Highway Administration,6,-8652070.1274,4814269.678
764,XX3717,"Traffic Barrier Upgrades at Various Locations in Carroll, Frederick & Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
765,XX3717,"Traffic Barrier Upgrades at Various Locations in Carroll, Frederick & Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,39.2757080482067,-76.8074763554042,Maryland State Highway Administration,7,-8550169.157,4761241.6841
766,XX3717,"Traffic Barrier Upgrades at Various Locations in Carroll, Frederick & Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
767,XX3722,"Sidewalk Upgrades for ADA Compliance at Various Locations in Caroline, Cecil, Kent, Queen Anne's & Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,2,-8436755.3348,4808053.8993
768,XX3722,"Sidewalk Upgrades for ADA Compliance at Various Locations in Caroline, Cecil, Kent, Queen Anne's & Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,2,-8467886.8977,4751962.6656
769,XX3722,"Sidewalk Upgrades for ADA Compliance at Various Locations in Caroline, Cecil, Kent, Queen Anne's & Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,2,-8466705.444,4727099.9614
770,XX3722,"Sidewalk Upgrades for ADA Compliance at Various Locations in Caroline, Cecil, Kent, Queen Anne's & Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,2,-8441034.2436,4704508.4565
771,XX3722,"Sidewalk Upgrades for ADA Compliance at Various Locations in Caroline, Cecil, Kent, Queen Anne's & Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.7700881205273,-76.0879832196627,Maryland State Highway Administration,2,-8470075.5475,4688791.9716
772,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.3029859574625,-76.6294704144967,Maryland State Highway Administration,0,-8530353.6263,4622316.4299
773,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.5317113392161,-76.9806781555796,Maryland State Highway Administration,0,-8569449.8932,4654813.504
774,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.539990202716,-76.582979522712,Maryland State Highway Administration,0,-8525178.2839,4655991.69
775,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,0,-8553829.3476,4708506.6113
776,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,38.974651324749,-76.5613118409538,Maryland State Highway Administration,0,-8522766.2486,4718041.2425
777,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,0,-8588390.4114,4733450.9759
778,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.4003969260864,-76.6069121995597,Maryland State Highway Administration,0,-8527842.4573,4779188.3623
779,XX3881,"Signing Modifications at Various Locations in MO, PG, BA, HA, AA, CA, CH & SM Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.5447864060131,-76.3239682570789,Maryland State Highway Administration,0,-8496345.2817,4800010.7153
780,XX5383,Surface Treatment at Various Locations in Montgomery and Prince George's County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
781,XX5383,Surface Treatment at Various Locations in Montgomery and Prince George's County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
782,XY1813,Signalization at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
783,XY1813,Signalization at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
784,XY1814,Signalization at Various Locations in Baltimore and Harford Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.4003969260864,-76.6069121995597,Maryland State Highway Administration,4,-8527842.4573,4779188.3623
785,XY1814,Signalization at Various Locations in Baltimore and Harford Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.5340619747219,-76.3473609835587,Maryland State Highway Administration,4,-8498949.3481,4798462.6619
786,XY229N,Surface Treatment at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
787,XY229N,Surface Treatment at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
788,XY233T,"Sidewalk Upgrades for ADA Compliance at Various Locations in Carroll, Frederick & Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
789,XY233T,"Sidewalk Upgrades for ADA Compliance at Various Locations in Carroll, Frederick & Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.2757080482067,-76.8074763554042,Maryland State Highway Administration,7,-8550169.157,4761241.6841
790,XY233T,"Sidewalk Upgrades for ADA Compliance at Various Locations in Carroll, Frederick & Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
791,XY237K,Guardrail Improvements at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
792,XY237K,Guardrail Improvements at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
793,XY237L,Surface Treatment at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
794,XY237L,Surface Treatment at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
795,XY244K,Joint Sealing at Various Locations in Baltimore and Harford Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.4003969260864,-76.6069121995597,Maryland State Highway Administration,4,-8527842.4573,4779188.3623
796,XY244K,Joint Sealing at Various Locations in Baltimore and Harford Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.5340619747219,-76.3473609835587,Maryland State Highway Administration,4,-8498949.3481,4798462.6619
797,XY244L,"Joint and Crack Sealing at Various Locations in Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.5921831034996,-76.9474933891593,Maryland State Highway Administration,5,-8565755.7819,4663422.5185
798,XY244L,"Joint and Crack Sealing at Various Locations in Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.539990202716,-76.582979522712,Maryland State Highway Administration,5,-8525178.2839,4655991.69
799,XY244L,"Joint and Crack Sealing at Various Locations in Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.3029859574625,-76.6294704144967,Maryland State Highway Administration,5,-8530353.6263,4622316.4299
800,XY245P,"Traffic Barrier Upgrades at Various Locations in Allegany, Garrett & Washington Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.4073981397317,-79.4062893668403,Maryland State Highway Administration,6,-8839467.6981,4780197.0089
801,XY245P,"Traffic Barrier Upgrades at Various Locations in Allegany, Garrett & Washington Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.6456020629358,-78.7784923422404,Maryland State Highway Administration,6,-8769581.653,4814574.9976
802,XY245P,"Traffic Barrier Upgrades at Various Locations in Allegany, Garrett & Washington Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=309,39.6434901110085,-77.7228683471735,Maryland State Highway Administration,6,-8652070.1274,4814269.678
803,XY247C,"Guardrail Improvements at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,2,-8436755.3348,4808053.8993
804,XY247C,"Guardrail Improvements at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,2,-8467886.8977,4751962.6656
805,XY247C,"Guardrail Improvements at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,2,-8466705.444,4727099.9614
806,XY247C,"Guardrail Improvements at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,2,-8441034.2436,4704508.4565
807,XY247C,"Guardrail Improvements at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.7700881205273,-76.0879832196627,Maryland State Highway Administration,2,-8470075.5475,4688791.9716
808,XY250G,"Pavement Marking at Various Locations in Cecil, Caroline, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.7700881205273,-76.0879832196627,Maryland State Highway Administration,2,-8470075.5475,4688791.9716
809,XY250G,"Pavement Marking at Various Locations in Cecil, Caroline, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,2,-8441034.2436,4704508.4565
810,XY250G,"Pavement Marking at Various Locations in Cecil, Caroline, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,2,-8466705.444,4727099.9614
811,XY250G,"Pavement Marking at Various Locations in Cecil, Caroline, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,2,-8467886.8977,4751962.6656
812,XY250G,"Pavement Marking at Various Locations in Cecil, Caroline, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,2,-8436755.3348,4808053.8993
813,XY250M,Pavement Marking at Various Locations in Baltimore and Harford Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.5340619747219,-76.3473609835587,Maryland State Highway Administration,4,-8498949.3481,4798462.6619
814,XY250M,Pavement Marking at Various Locations in Baltimore and Harford Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.4003969260864,-76.6069121995597,Maryland State Highway Administration,4,-8527842.4573,4779188.3623
815,XY251Q,"Pavement Markings at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
816,XY251Q,"Pavement Markings at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.2757080482067,-76.8074763554042,Maryland State Highway Administration,7,-8550169.157,4761241.6841
817,XY251Q,"Pavement Markings at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
818,XY2551,"Guardrail Improvements at Various Locations in Dorchester, Somerset, Wicomico and Worcester Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.5721680103052,-76.0747187590595,Maryland State Highway Administration,1,-8468598.9545,4660572.2836
819,XY2551,"Guardrail Improvements at Various Locations in Dorchester, Somerset, Wicomico and Worcester Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.1734049818715,-75.3878686535197,Maryland State Highway Administration,1,-8392139.1505,4603951.1657
820,XY2551,"Guardrail Improvements at Various Locations in Dorchester, Somerset, Wicomico and Worcester Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.2087838454239,-75.6963138023011,Maryland State Highway Administration,1,-8426475.1074,4608962.0979
821,XY2551,"Guardrail Improvements at Various Locations in Dorchester, Somerset, Wicomico and Worcester Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.3661683940845,-75.6000990161601,Maryland State Highway Administration,1,-8415764.5264,4631283.0512
822,XY3422,"Joint Sealing at Various Locations in Cecil, Kent, Queen Anne's, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,2,-8436755.3348,4808053.8993
823,XY3422,"Joint Sealing at Various Locations in Cecil, Kent, Queen Anne's, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,2,-8467886.8977,4751962.6656
824,XY3422,"Joint Sealing at Various Locations in Cecil, Kent, Queen Anne's, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,2,-8466705.444,4727099.9614
825,XY3422,"Joint Sealing at Various Locations in Cecil, Kent, Queen Anne's, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=305,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,2,-8441034.2436,4704508.4565
826,XY8091,Safety and Resurfacing Improvements at Various Locations in Dorchester County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=381,38.5721680103052,-76.0747187590595,Maryland State Highway Administration,1,-8468598.9545,4660572.2836
827,XY8111,Safety and Resurfacing Improvements at Various Locations in Garrett County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=401,39.4073981397317,-79.4062893668403,Maryland State Highway Administration,6,-8839467.6981,4780197.0089
828,XY8122,Mill and Resurfacing at Various Locations West of US 1 in Harford County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=407,39.5340619747219,-76.3473609835587,Maryland State Highway Administration,4,-8498949.3481,4798462.6619
829,XY8161,Safety and Resurfacing Improvements at Various Locations in Prince George's County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=458,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
830,XY8191,Safety and Resurfacing Improvements at Various Locations in Somerset County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=473,38.2087838454239,-75.6963138023011,Maryland State Highway Administration,1,-8426475.1074,4608962.0979
831,XY9023,Safety and Resurfacing Improvements at Various Locations in Northern Anne Arundel County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=331,38.974651324749,-76.5613118409538,Maryland State Highway Administration,5,-8522766.2486,4718041.2425
832,XY9041,Safety and Resurfacing Improvements at Various Locations in Calvert County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=355,38.539990202716,-76.582979522712,Maryland State Highway Administration,5,-8525178.2839,4655991.69
833,XY9062,Safety and Resurfacing Improvements at Various Locations in Carroll County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=366,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
834,XY9102,Safety and Resurfacing Improvements at Various Locations in Frederick County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=393,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
835,XY9131,Safety and Resurfacing Improvements at Various Locations in Howard County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=416,39.2757080482067,-76.8074763554042,Maryland State Highway Administration,7,-8550169.157,4761241.6841
836,XY9211,Resurfacing Roadway Pavements at Various Locations in Eastern Washington County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=493,39.6434901110085,-77.7228683471735,Maryland State Highway Administration,6,-8652070.1274,4814269.678
837,XY9212,Resurfacing Roadway Pavements at Various Locations in Western Washington County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=493,39.6434901110085,-77.7228683471735,Maryland State Highway Administration,6,-8652070.1274,4814269.678
838,XY9221,Safety and Resurfacing Improvements at Various Locations in Wicomico County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=498,38.3661683940845,-75.6000990161601,Maryland State Highway Administration,1,-8415764.5264,4631283.0512
839,XY9231,Safety and Resurfacing Improvements at Various Locations in Worcester County,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=504,38.1734049818715,-75.3878686535197,Maryland State Highway Administration,1,-8392139.1505,4603951.1657
840,FR7621,"Cleaning and Painting Bridges 1010300, 1010700, 1012100, 1013900, 1015400, 1016900, 1017900 and 1018200",Frederick,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=393,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
841,FR7991,"Cleaning and Painting Bridges 1012200, 1012903, 1012904, 1013003, 1013004 and 1018400",Frederick,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=393,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
842,HO5561,"Cleaning and Painting Bridges 1300200, 1300400, 1300900, 1306700, 1309900, 1311503 and 1311504",Howard,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=416,39.2546183671071,-76.8184105331599,Maryland State Highway Administration,7,-8551386.3441,4758209.3717
843,PGA471,"Cleaning and Painting Bridges 1604400, 1612500, 1619900 and 1620500",Prince George's,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=458,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
